time,rpm,voltage
8242656,180,10.42
8243424,180,10.28
8244184,180,10.25
8244952,180,10.25
8245712,180,10.28
8246520,180,10.28
8247248,180,10.86
8248008,180,10.25
8248776,180,10.28
8249536,180,10.25
8250304,180,10.25
8251072,180,10.25
8251832,180,10.25
8252600,180,10.69
8253368,180,10.25
8254128,180,10.25
8254896,180,10.25
8255664,180,10.25
8256424,180,10.25
8257192,180,10.33
8257952,180,10.35
8258720,180,10.25
8259488,180,10.25
8260248,180,10.25
8261016,180,10.25
8261784,180,10.25
8262544,180,10.86
8263312,180,10.25
8264072,180,10.25
8264848,180,10.23
8265608,180,10.25
8266368,180,10.25
8267176,180,10.25
8267904,180,10.62
8268664,180,10.28
8269432,180,10.25
8270192,180,10.25
8270968,180,10.28
8271728,180,10.25
8272488,180,10.52
8273256,180,10.3
8274024,180,10.25
8274784,180,10.25
8275552,180,10.25
8276312,180,10.25
8277080,180,10.25
8277848,180,10.84
8278608,180,10.25
8279376,180,10.25
8280144,180,10.25
8280904,180,10.25
8281672,180,10.25
8282432,180,10.25
8283200,180,10.55
8283968,180,10.28
8284728,180,10.25
8285496,175,10.25
8286264,175,10.28
8287024,175,10.25
8287832,175,10.64
8288552,175,10.28
8289320,175,10.25
8290088,175,10.25
8290848,175,10.25
8291608,175,10.25
8292384,175,10.25
8293144,175,10.82
8293912,175,10.25
8294672,175,10.25
8295440,175,10.25
8296208,175,10.25
8296968,175,10.25
8297736,175,10.25
8298504,175,10.47
8299264,175,10.25
8300032,175,10.25
8300792,175,10.25
8301560,175,10.25
8302328,175,10.25
8303088,175,10.82
8303856,175,10.25
8304624,175,10.28
8305384,175,10.25
8306152,175,10.25
8306912,175,10.25
8307680,175,10.25
8308448,175,10.79
8309208,175,10.25
8309976,175,10.25
8310744,175,10.25
8311544,185,10.25
8312272,185,10.25
8313032,185,10.28
8313800,185,10.4
8314568,185,10.28
8315328,185,10.25
8316088,185,10.25
8316864,185,10.25
8317624,185,10.25
8318392,185,10.79
8319152,185,10.25
8319920,185,10.25
8320688,185,10.25
8321448,185,10.25
8322216,185,10.25
8322984,185,10.25
8323744,185,10.74
8324512,185,10.25
8325272,185,10.25
8326040,185,10.25
8326808,185,10.25
8327568,185,10.25
8328344,185,10.28
8329104,185,10.35
8329864,185,10.28
8330632,185,10.25
8331400,185,10.25
8332160,185,10.25
8332928,185,10.25
8333688,185,10.82
8334464,185,10.25
8335264,185,10.28
8335984,185,10.25
8336752,185,10.25
8337512,185,10.18
8338280,185,10.25
8339048,185,10.69
8339808,170,10.25
8340576,170,10.25
8341344,170,10.25
8342104,170,10.28
8342872,170,10.25
8343632,170,10.3
8344400,170,10.3
8345168,170,10.28
8345928,170,10.25
8346696,170,10.25
8347464,170,10.28
8348224,170,10.25
8348992,170,10.82
8349752,170,10.25
8350520,170,10.25
8351288,170,10.25
8352048,170,10.25
8352816,170,10.23
8353584,170,10.25
8354344,170,10.64
8355112,170,10.25
8355872,170,10.25
8356640,170,10.25
8357408,170,10.28
8358168,170,10.25
8358976,170,10.38
8359704,170,10.3
8360464,170,10.25
8361232,170,10.25
8361992,170,10.25
8362760,170,10.25
8363528,170,10.25
8364288,170,10.82
8365060,170,10.25
8365824,170,10.25
8366584,170,10.25
8367352,175,10.25
8368112,175,10.25
8368880,175,10.25
8369648,175,10.6
8370408,175,10.25
8371176,175,10.25
8371944,175,10.25
8372704,175,10.25
8373472,175,10.25
8374232,175,10.57
8375000,175,10.28
8375768,175,10.25
8376528,175,10.25
8377296,175,10.25
8378064,175,10.25
8378824,175,10.25
8379592,175,10.82
8380352,175,10.25
8381120,175,10.25
8381888,175,10.25
8382648,175,10.25
8383456,175,10.23
8384184,175,10.28
8384944,175,10.55
8385712,175,10.28
8386472,175,10.25
8387240,175,10.25
8388008,175,10.28
8388768,175,10.25
8389536,175,10.69
8390304,175,10.28
8391064,175,10.25
8391832,175,10.25
8392600,175,10.25
8393360,175,10.25
8394128,175,10.25
8394896,175,10.77
8395656,170,10.25
8396424,170,10.25
8397184,170,10.25
8397960,170,10.25
8398720,170,10.25
8399480,170,10.3
8400248,170,10.45
8401016,170,10.25
8401776,170,10.25
8402544,170,10.25
8403304,170,10.25
8404072,170,10.25
8404840,170,10.77
8405600,170,10.25
8406368,170,10.25
8407176,170,10.25
8407896,170,10.25
8408664,170,10.25
8409424,170,10.25
8410192,170,10.72
8410960,170,10.25
8411720,170,10.25
8412488,170,10.25
8413248,170,10.25
8414016,170,10.25
8414784,170,10.47
8415544,170,10.35
8416312,170,10.25
8417080,170,10.25
8417840,170,10.25
8418608,170,10.28
8419368,170,10.25
8420136,170,10.77
8420904,170,10.25
8421664,170,10.25
8422432,170,10.25
8423200,170,10.25
8423960,170,10.25
8424728,170,10.25
8425488,170,10.67
8426256,170,10.25
8427024,170,10.25
8427784,170,10.25
8428552,170,10.25
8429320,170,10.25
8430080,170,10.57
8430848,170,10.33
8431608,170,10.25
8432416,170,10.25
8433144,170,10.25
8433904,170,10.25
8434672,170,10.25
8435440,170,10.77
8436200,170,10.25
8436968,170,10.28
8437728,170,10.25
8438496,170,10.25
8439264,170,10.25
8440024,170,10.25
8440792,170,10.6
8441560,170,10.28
8442320,170,10.25
8443088,170,10.25
8443848,170,10.25
8444616,170,10.25
8445384,170,10.72
8446144,170,10.3
8446912,170,10.25
8447680,170,10.25
8448440,170,10.25
8449208,170,10.28
8449968,170,10.25
8450736,170,10.77
8451504,170,10.25
8452264,170,10.25
8453032,170,10.25
8453800,170,10.25
8454560,170,10.25
8455328,170,10.25
8456136,170,10.52
8456856,170,10.28
8457624,170,10.25
8458392,170,10.25
8459152,170,10.25
8459920,170,10.25
8460680,170,10.79
8461456,170,10.28
8462208,170,10.25
8462976,170,10.25
8463744,170,10.25
8464512,170,10.28
8465272,170,10.25
8466040,170,10.74
8466800,170,10.25
8467576,170,10.25
8468328,170,10.25
8469096,170,10.25
8469864,170,10.25
8470624,170,10.28
8471392,170,10.45
8472160,170,10.28
8472920,170,10.25
8473688,170,10.25
8474448,170,10.25
8475216,170,10.25
8475984,170,10.84
8476744,170,10.25
8477512,191,10.25
8478280,191,10.25
8479040,191,10.25
8479808,191,10.25
8480568,191,10.25
8481336,191,10.72
8482144,191,10.25
8482864,191,10.25
8483632,191,10.25
8484400,191,10.25
8485160,191,10.25
8485928,191,10.3
8486688,191,10.35
8487456,191,10.25
8488224,191,10.25
8488984,191,10.25
8489752,191,10.25
8490520,191,10.28
8491280,191,10.86
8492048,191,10.25
8492808,191,10.25
8493576,191,10.25
8494344,191,10.25
8495108,191,10.25
8495872,191,10.25
8496640,191,10.64
8497400,191,10.25
8498168,191,10.25
8498928,191,10.25
8499696,191,10.25
8500464,191,10.25
8501224,191,10.47
8501992,191,10.33
8502760,191,10.28
8503520,191,10.25
8504288,191,10.25
8505048,191,10.28
8505816,170,10.25
8506624,170,10.86
8507344,170,10.25
8508112,170,10.25
8508880,170,10.25
8509640,170,10.25
8510408,170,10.25
8511168,170,10.25
8511936,170,10.6
8512704,170,10.28
8513464,170,10.25
8514232,170,10.25
8515000,170,10.28
8515760,170,10.28
8516528,170,10.62
8517288,170,10.28
8518056,170,10.25
8518824,170,10.25
8519584,170,10.25
8520352,170,10.28
8521120,170,10.25
8521880,170,10.84
8522648,170,10.25
8523408,170,10.25
8524176,170,10.25
8524944,170,10.25
8525704,170,10.25
8526472,170,10.25
8527240,170,10.5
8528008,170,10.28
8528768,170,10.25
8529528,170,10.25
8530296,170,10.28
8531064,191,10.25
8531864,191,10.74
8532592,191,10.28
8533360,191,10.25
8534120,191,10.25
8534888,191,10.25
8535648,191,10.25
8536416,191,10.25
8537184,191,10.82
8537944,191,10.25
8538712,191,10.25
8539480,191,10.25
8540240,191,10.25
8541008,191,10.25
8541768,191,10.28
8542536,191,10.42
8543304,191,10.25
8544064,191,10.25
8544832,191,10.25
8545600,191,10.28
8546360,191,10.25
8547128,191,10.82
8547888,191,10.25
8548656,191,10.25
8549424,191,10.25
8550184,191,10.25
8550952,191,10.25
8551720,191,10.25
8552480,191,10.77
8553248,191,10.25
8554008,210,10.25
8554816,210,10.25
8555544,210,10.25
8556304,210,10.25
8557072,210,10.3
8557840,210,10.33
8558600,210,10.28
8559360,210,10.25
8560128,210,10.25
8560896,210,10.28
8561668,210,10.25
8562424,210,10.82
8563192,210,10.25
8563960,210,10.25
8564720,210,10.25
8565488,210,10.25
8566248,210,10.28
8567016,210,10.25
8567784,210,10.69
8568544,210,10.28
8569312,210,10.25
8570080,210,10.25
8570840,210,10.25
8571608,210,10.25
8572368,210,10.33
8573136,210,10.3
8573904,210,10.28
8574664,210,10.25
8575432,210,10.25
8576200,210,10.28
8576960,210,10.25
8577728,210,10.82
8578488,210,10.25
8579296,210,10.25
8580024,210,10.25
8580784,210,10.25
8581552,210,10.23
8582320,210,10.25
8583080,210,10.64
8583848,210,10.25
8584608,210,10.25
8585376,210,10.25
8586144,210,10.25
8586904,210,10.25
8587672,210,10.4
8588440,210,10.3
8589200,210,10.25
8589968,210,10.25
8590728,210,10.25
8591504,210,10.28
8592264,210,10.25
8593024,210,10.82
8593792,210,10.25
8594560,210,10.25
8595320,210,10.25
8596088,210,10.25
8596848,210,10.25
8597624,210,10.25
8598384,210,10.57
8599144,210,10.25
8599912,210,10.25
8600680,210,10.25
8601440,210,10.25
8602248,210,10.25
8602968,210,10.62
8603736,180,10.28
8604496,180,10.28
8605264,180,10.23
8606032,180,10.25
8606800,180,10.25
8607560,180,10.23
8608328,180,10.79
8609088,180,10.25
8609856,180,10.25
8610624,180,10.25
8611384,180,10.25
8612152,180,10.23
8612920,180,10.28
8613680,180,10.5
8614448,180,10.28
8615208,180,10.25
8615976,180,10.25
8616744,180,10.25
8617504,180,10.25
8618272,180,10.69
8619040,180,10.25
8619800,180,10.25
8620568,180,10.25
8621328,180,10.25
8622136,180,10.25
8622864,180,10.25
8623624,180,10.77
8624384,180,10.25
8625160,180,10.25
8625920,180,10.25
8626688,180,10.25
8627448,180,10.25
8628216,180,10.35
8628984,180,10.4
8629744,180,10.25
8630512,180,10.25
8631280,180,10.25
8632040,180,10.28
8632808,180,10.25
8633568,180,10.79
8634336,180,10.25
8635104,180,10.25
8635864,180,10.25
8636632,180,10.25
8637400,180,10.25
8638160,180,10.25
8638928,180,10.69
8639688,180,10.25
8640456,180,10.25
8641224,180,10.25
8641984,180,10.25
8642792,180,10.25
8643520,180,10.57
8644280,180,10.33
8645048,180,10.25
8645808,180,10.25
8646576,180,10.25
8647336,180,10.28
8648104,180,10.25
8648872,180,10.77
8649640,180,10.25
8650400,180,10.25
8651168,180,10.25
8651928,180,10.25
8652696,180,10.25
8653464,180,10.25
8654224,180,10.62
8655000,180,10.25
8655760,180,10.25
8656520,180,10.25
8657288,180,10.28
8658056,180,10.25
8658816,180,10.62
8659584,180,10.3
8660344,180,10.25
8661120,180,10.25
8661880,180,10.25
8662640,180,10.28
8663408,180,10.25
8664168,180,10.77
8664936,180,10.25
8665704,180,10.25
8666504,180,10.25
8667232,180,10.25
8668000,180,10.25
8668760,180,10.25
8669528,180,10.57
8670288,180,10.25
8671056,180,10.25
8671824,180,10.25
8672584,180,10.25
8673352,180,10.25
8674120,180,10.72
8674880,180,10.3
8675648,180,10.28
8676408,180,10.25
8677176,180,10.25
8677944,180,10.25
8678704,180,10.25
8679472,180,10.77
8680240,180,10.25
8681000,180,10.25
8681768,180,10.23
8682528,180,10.25
8683296,180,10.25
8684064,180,10.25
8684824,175,10.52
8685592,175,10.25
8686360,175,10.25
8687120,175,10.25
8687888,175,10.28
8688648,175,10.25
8689416,175,10.79
8690224,175,10.28
8690944,175,10.28
8691716,175,10.25
8692480,175,10.25
8693240,175,10.25
8694008,175,10.25
8694768,175,10.74
8695536,175,10.25
8696304,175,10.25
8697064,175,10.25
8697832,175,10.25
8698600,175,10.25
8699360,175,10.28
8700128,175,10.42
8700888,175,10.28
8701656,175,10.25
8702424,175,10.25
8703184,175,10.28
8703952,175,10.25
8704720,175,10.86
8705480,175,10.25
8706248,175,10.25
8707008,175,10.23
8707776,175,10.25
8708544,175,10.25
8709304,175,10.25
8710072,175,10.69
8710840,185,10.25
8711600,185,10.25
8712368,185,10.25
8713128,185,10.25
8713936,185,10.25
8714664,185,10.35
8715424,185,10.35
8716192,185,10.25
8716960,185,10.25
8717720,185,10.25
8718488,185,10.25
8719248,185,10.25
8720016,185,10.86
8720784,185,10.25
8721552,185,10.25
8722312,185,10.25
8723080,185,10.25
8723840,185,10.25
8724616,185,10.25
8725368,185,10.62
8726136,185,10.25
8726904,185,10.25
8727672,185,10.23
8728432,185,10.25
8729200,185,10.25
8729960,185,10.55
8730728,185,10.3
8731488,185,10.25
8732256,185,10.25
8733024,185,10.25
8733784,185,10.28
8734552,185,10.25
8735320,185,10.86
8736080,185,10.25
8736848,185,10.25
8737608,185,10.25
8738416,185,10.25
8739144,170,10.25
8739904,170,10.25
8740672,170,10.55
8741440,170,10.25
8742200,170,10.25
8742960,170,10.25
8743728,170,10.25
8744496,170,10.25
8745264,170,10.67
8746024,170,10.28
8746792,170,10.25
8747560,170,10.25
8748320,170,10.25
8749088,170,10.28
8749848,170,10.25
8750616,170,10.82
8751384,170,10.25
8752144,170,10.25
8752912,170,10.25
8753680,170,10.25
8754440,170,10.25
8755208,170,10.25
8755968,170,10.47
8756736,170,10.28
8757504,170,10.25
8758264,170,10.25
8759032,170,10.28
8759800,170,10.25
8760560,170,10.82
8761328,170,10.25
8762136,170,10.25
8762856,170,10.25
8763624,170,10.25
8764384,170,10.28
8765152,170,10.23
8765920,170,10.77
8766680,175,10.25
8767448,175,10.25
8768208,175,10.25
8768976,175,10.25
8769744,175,10.25
8770504,175,10.28
8771272,175,10.4
8772040,175,10.28
8772800,175,10.25
8773568,175,10.25
8774328,175,10.28
8775096,175,10.25
8775864,175,10.79
8776624,175,10.25
8777392,175,10.28
8778160,175,10.25
8778920,175,10.25
8779688,175,10.28
8780448,175,10.25
8781216,175,10.74
8781984,175,10.25
8782744,175,10.25
8783512,175,10.23
8784280,175,10.28
8785048,175,10.25
8785808,175,10.3
8786568,175,10.35
8787376,175,10.28
8788104,175,10.25
8788864,175,10.25
8789632,175,10.25
8790400,175,10.25
8791168,175,10.82
8791928,175,10.25
8792688,175,10.28
8793456,175,10.23
8794224,175,10.25
8794984,175,10.28
8795752,166,10.25
8796520,166,10.69
8797280,166,10.25
8798048,166,10.25
8798808,166,10.25
8799576,166,10.25
8800344,166,10.25
8801104,166,10.3
8801872,166,10.3
8802640,166,10.28
8803400,166,10.25
8804168,166,10.25
8804928,166,10.25
8805696,166,10.25
8806464,166,10.82
8807224,166,10.25
8807992,166,10.25
8808760,166,10.25
8809520,166,10.25
8810288,166,10.23
8811048,166,10.25
8811856,166,10.64
8812584,166,10.28
8813344,166,10.25
8814112,166,10.25
8814880,166,10.28
8815640,166,10.25
8816408,166,10.33
8817168,166,10.3
8817936,166,10.25
8818704,166,10.25
8819464,166,10.25
8820232,166,10.28
8821000,166,10.23
8821764,166,10.82
8822528,166,10.25
8823288,175,10.25
8824056,175,10.25
8824824,175,10.25
8825584,175,10.23
8826352,175,10.25
8827120,175,10.62
8827880,175,10.28
8828648,175,10.25
8829408,175,10.25
8830176,175,10.25
8830944,175,10.25
8831704,175,10.52
8832472,175,10.28
8833240,175,10.25
8834000,175,10.25
8834768,175,10.25
8835528,175,10.23
8836296,175,10.23
8837104,175,10.82
8837824,175,10.25
8838592,175,10.25
8839360,175,10.25
8840120,175,10.25
8840888,175,10.25
8841648,175,10.28
8842416,175,10.55
8843184,175,10.25
8843944,175,10.25
8844712,175,10.25
8845480,175,10.25
8846240,175,10.25
8847008,175,10.67
8847768,175,10.28
8848536,175,10.25
8849304,175,10.25
8850064,175,10.25
8850832,175,10.25
8851600,170,10.25
8852360,170,10.79
8853128,170,10.25
8853888,170,10.25
8854664,170,10.25
8855424,170,10.25
8856184,170,10.25
8856952,170,10.3
8857720,170,10.47
8858480,170,10.28
8859248,170,10.25
8860008,170,10.25
8860776,170,10.25
8861584,170,10.28
8862304,170,10.77
8863072,170,10.25
8863840,170,10.25
8864600,170,10.25
8865368,170,10.25
8866128,170,10.25
8866896,170,10.25
8867664,170,10.72
8868424,170,10.25
8869192,170,10.25
8869960,170,10.25
8870720,170,10.25
8871488,170,10.25
8872248,170,10.45
8873016,170,10.38
8873784,170,10.25
8874544,170,10.25
8875312,170,10.25
8876080,170,10.28
8876840,170,10.25
8877608,185,10.79
8878368,185,10.25
8879136,185,10.25
8879904,185,10.25
8880664,185,10.25
8881432,185,10.25
8882200,185,10.25
8882960,185,10.64
8883728,185,10.25
8884488,185,10.25
8885256,185,10.23
8886024,185,10.25
8886824,185,10.25
8887552,185,10.57
8888324,185,10.33
8889080,185,10.25
8889848,185,10.25
8890608,185,10.25
8891376,185,10.28
8892144,185,10.23
8892904,185,10.77
8893672,185,10.25
8894440,185,10.25
8895200,185,10.25
8895968,185,10.25
8896728,185,10.25
8897496,185,10.25
8898264,185,10.6
8899024,185,10.25
8899792,185,10.25
8900560,185,10.25
8901320,185,10.25
8902088,185,10.25
8902848,185,10.72
8903616,185,10.3
8904384,185,10.25
8905144,175,10.25
8905912,175,10.25
8906680,175,10.28
8907440,175,10.23
8908208,175,10.77
8908968,175,10.25
8909776,175,10.25
8910504,175,10.25
8911264,175,10.25
8912032,175,10.25
8912800,175,10.25
8913560,175,10.52
8914328,175,10.28
8915088,175,10.25
8915856,175,10.25
8916624,175,10.25
8917384,175,10.25
8918160,175,10.77
8918920,175,10.28
8919680,175,10.25
8920448,175,10.25
8921216,175,10.25
8921976,175,10.23
8922744,175,10.25
8923504,175,10.74
8924280,175,10.25
8925040,175,10.25
8925800,175,10.25
8926568,175,10.25
8927328,175,10.25
8928096,175,10.28
8928864,175,10.42
8929624,175,10.28
8930392,191,10.25
8931160,191,10.25
8931920,191,10.28
8932688,191,10.28
8933448,191,10.84
8934256,191,10.28
8934984,191,10.25
8935744,191,10.25
8936512,191,10.25
8937280,191,10.25
8938040,191,10.23
8938808,191,10.69
8939568,191,10.25
8940336,191,10.25
8941104,191,10.25
8941864,191,10.25
8942632,191,10.25
8943400,191,10.33
8944160,191,10.35
8944928,191,10.28
8945688,191,10.25
8946456,191,10.25
8947224,191,10.25
8947984,191,10.25
8948752,191,10.86
8949520,191,10.25
8950280,191,10.25
8951048,191,10.25
8951812,191,10.25
8952576,191,10.25
8953344,191,10.25
8954104,203,10.64
8954872,203,10.25
8955640,203,10.25
8956400,203,10.25
8957208,203,10.25
8957928,203,10.25
8958696,203,10.47
8959456,203,10.3
8960224,203,10.28
8960992,203,10.25
8961760,203,10.25
8962520,203,10.28
8963288,203,10.23
8964048,203,10.86
8964816,203,10.25
8965584,203,10.25
8966344,203,10.25
8967112,203,10.25
8967880,203,10.25
8968640,203,10.25
8969408,203,10.57
8970168,203,10.28
8970936,203,10.25
8971704,203,10.25
8972464,203,10.28
8973232,203,10.25
8974000,203,10.67
8974760,203,10.28
8975528,203,10.28
8976288,217,10.25
8977056,217,10.25
8977864,217,10.28
8978584,217,10.23
8979344,217,10.84
8980120,217,10.25
8980880,217,10.25
8981656,217,10.25
8982408,217,10.25
8983176,217,10.23
8983944,217,10.28
8984712,217,10.47
8985472,217,10.25
8986240,217,10.25
8987000,217,10.25
8987776,217,10.25
8988528,217,10.25
8989296,217,10.77
8990064,217,10.28
8990824,217,10.28
8991592,217,10.25
8992360,217,10.25
8993120,217,10.25
8993888,217,10.25
8994648,217,10.79
8995416,217,10.25
8996184,217,10.25
8996944,217,10.25
8997752,217,10.25
8998480,217,10.25
8999240,217,10.28
9000008,217,10.4
9000768,217,10.28
9001536,217,10.25
9002296,217,10.25
9003064,180,10.28
9003832,180,10.25
9004600,180,10.82
9005360,180,10.25
9006128,180,10.25
9006888,180,10.25
9007656,180,10.25
9008424,180,10.28
9009184,180,10.25
9009952,180,10.74
9010720,180,10.25
9011480,180,10.25
9012248,180,10.25
9013008,180,10.25
9013776,180,10.25
9014544,180,10.3
9015304,180,10.33
9016072,180,10.25
9016840,180,10.25
9017600,180,10.25
9018372,180,10.28
9019128,180,10.25
9019896,180,10.84
9020664,180,10.25
9021464,180,10.25
9022192,180,10.25
9022960,180,10.25
9023720,180,10.21
9024488,180,10.25
9025248,180,10.67
9026016,180,10.25
9026784,180,10.25
9027544,180,10.25
9028312,180,10.25
9029080,180,10.25
9029840,180,10.38
9030608,180,10.3
9031368,180,10.25
9032136,180,10.25
9032904,180,10.25
9033664,180,10.25
9034432,180,10.23
9035200,180,10.82
9035960,180,10.25
9036728,180,10.25
9037488,180,10.23
9038256,180,10.25
9039024,180,10.25
9039784,180,10.25
9040552,180,10.62
9041320,180,10.25
9042080,180,10.25
9042848,180,10.23
9043608,180,10.25
9044376,180,10.25
9045184,180,10.52
9045904,180,10.3
9046672,180,10.25
9047440,180,10.25
9048208,180,10.25
9048968,180,10.23
9049728,180,10.25
9050496,180,10.82
9051264,180,10.25
9052024,180,10.25
9052792,180,10.25
9053560,180,10.25
9054328,180,10.25
9055088,180,10.28
9055848,180,10.55
9056616,180,10.25
9057384,180,10.25
9058144,180,10.25
9058912,180,10.25
9059680,180,10.28
9060440,180,10.67
9061208,180,10.28
9061968,180,10.25
9062736,180,10.25
9063504,180,10.25
9064264,180,10.25
9065032,180,10.25
9065800,180,10.79
9066560,180,10.25
9067328,180,10.25
9068088,180,10.25
9068896,180,10.25
9069624,180,10.25
9070384,180,10.3
9071152,180,10.45
9071920,180,10.28
9072680,180,10.25
9073448,180,10.25
9074208,180,10.28
9074976,180,10.25
9075744,180,10.74
9076504,180,10.25
9077272,180,10.25
9078040,180,10.25
9078800,180,10.25
9079568,180,10.25
9080328,180,10.25
9081096,180,10.74
9081864,180,10.28
9082624,180,10.25
9083392,180,10.25
9084160,175,10.25
9084920,175,10.25
9085688,175,10.47
9086448,175,10.35
9087216,175,10.28
9087984,175,10.25
9088744,175,10.25
9089512,175,10.25
9090280,175,10.25
9091040,175,10.79
9091808,175,10.25
9092568,175,10.28
9093376,175,10.25
9094104,175,10.25
9094864,175,10.25
9095632,175,10.25
9096400,175,10.64
9097160,175,10.25
9097920,175,10.25
9098688,175,10.25
9099456,175,10.25
9100224,175,10.25
9100984,175,10.64
9101752,175,10.33
9102520,175,10.25
9103280,175,10.25
9104048,175,10.25
9104808,175,10.28
9105576,175,10.23
9106344,175,10.77
9107104,175,10.25
9107872,175,10.25
9108640,175,10.25
9109400,175,10.25
9110168,185,10.25
9110928,185,10.25
9111704,185,10.57
9112464,185,10.28
9113224,185,10.25
9113992,185,10.25
9114760,185,10.25
9115520,185,10.25
9116288,185,10.67
9117096,185,10.3
9117824,185,10.28
9118584,185,10.25
9119344,185,10.25
9120112,185,10.28
9120880,185,10.25
9121640,185,10.77
9122408,185,10.25
9123168,185,10.25
9123936,185,10.25
9124704,185,10.25
9125464,185,10.25
9126232,185,10.25
9127000,185,10.55
9127760,185,10.25
9128528,185,10.25
9129288,185,10.25
9130056,185,10.28
9130824,185,10.28
9131584,185,10.74
9132352,185,10.28
9133120,185,10.25
9133880,185,10.25
9134648,185,10.25
9135408,185,10.28
9136176,185,10.25
9136944,185,10.74
9137704,185,10.25
9138472,185,10.25
9139240,166,10.25
9140000,166,10.25
9140768,166,10.25
9141528,166,10.28
9142336,166,10.47
9143064,166,10.28
9143824,166,10.25
9144592,166,10.25
9145360,166,10.25
9146120,166,10.25
9146888,166,10.82
9147648,166,10.28
9148420,166,10.25
9149184,166,10.25
9149944,166,10.25
9150712,166,10.25
9151480,166,10.25
9152240,166,10.72
9153008,166,10.25
9153768,166,10.25
9154536,166,10.25
9155304,166,10.25
9156064,166,10.25
9156832,166,10.3
9157600,166,10.38
9158360,166,10.25
9159128,166,10.25
9159888,166,10.25
9160656,166,10.28
9161424,166,10.25
9162184,166,10.86
9162952,166,10.25
9163720,166,10.25
9164480,166,10.25
9165248,166,10.25
9166008,180,10.25
9166816,180,10.25
9167544,180,10.67
9168304,180,10.25
9169072,180,10.25
9169840,180,10.25
9170600,180,10.25
9171360,180,10.25
9172128,180,10.42
9172896,180,10.33
9173664,180,10.25
9174424,180,10.25
9175192,180,10.25
9175960,180,10.28
9176720,180,10.25
9177488,180,10.86
9178256,180,10.25
9179016,180,10.25
9179784,180,10.25
9180544,180,10.25
9181320,180,10.25
9182080,180,10.25
9182840,180,10.6
9183608,180,10.28
9184376,180,10.25
9185136,180,10.25
9185904,180,10.28
9186664,180,10.25
9187432,180,10.62
9188200,180,10.3
9188960,180,10.25
9189728,180,10.25
9190488,180,10.25
9191256,180,10.25
9192064,180,10.25
9192784,180,10.84
9193552,180,10.25
9194320,180,10.25
9195080,166,10.25
9195848,166,10.25
9196608,166,10.25
9197376,166,10.25
9198144,166,10.5
9198904,166,10.28
9199672,166,10.25
9200432,166,10.25
9201200,166,10.25
9201968,166,10.28
9202728,166,10.77
9203496,166,10.28
9204264,166,10.28
9205024,166,10.23
9205792,166,10.25
9206560,166,10.28
9207320,166,10.23
9208088,166,10.82
9208848,166,10.25
9209616,166,10.25
9210384,166,10.25
9211144,166,10.25
9211912,166,10.25
9212672,166,10.25
9213440,166,10.4
9214208,166,10.28
9214968,166,10.25
9215736,166,10.25
9216504,166,10.28
9217304,166,10.25
9218032,166,10.79
9218792,166,10.25
9219560,166,10.25
9220328,166,10.25
9221088,166,10.25
9221856,166,10.25
9222624,166,10.25
9223384,170,10.74
9224152,170,10.25
9224912,170,10.25
9225680,170,10.23
9226448,170,10.28
9227208,170,10.25
9227976,170,10.28
9228744,170,10.35
9229504,170,10.28
9230272,170,10.25
9231040,170,10.25
9231800,170,10.28
9232568,170,10.25
9233328,170,10.82
9234096,170,10.25
9234864,170,10.25
9235624,170,10.25
9236392,170,10.25
9237152,170,10.3
9237920,170,10.25
9238688,170,10.69
9239448,170,10.25
9240216,170,10.25
9240984,170,10.25
9241792,170,10.25
9242512,170,10.25
9243272,170,10.3
9244040,170,10.33
9244808,170,10.28
9245568,170,10.25
9246328,170,10.25
9247104,170,10.28
9247872,170,10.25
9248632,170,10.82
9249392,170,10.25
9250160,170,10.25
9250928,175,10.25
9251688,175,10.23
9252456,175,10.25
9253224,175,10.25
9253984,175,10.64
9254752,175,10.25
9255512,175,10.25
9256280,175,10.25
9257048,175,10.28
9257808,175,10.25
9258576,175,10.33
9259344,175,10.3
9260104,175,10.25
9260872,175,10.25
9261632,175,10.25
9262400,175,10.28
9263168,175,10.25
9263928,175,10.79
9264736,175,10.25
9265464,175,10.25
9266224,175,10.25
9266992,175,10.25
9267752,175,10.25
9268520,175,10.25
9269288,175,10.6
9270048,175,10.25
9270816,175,10.25
9271584,175,10.25
9272344,175,10.25
9273112,175,10.25
9273880,175,10.47
9274640,175,10.28
9275408,175,10.25
9276168,175,10.25
9276936,185,10.25
9277704,185,10.28
9278468,185,10.25
9279232,185,10.79
9280000,185,10.25
9280760,185,10.25
9281528,185,10.25
9282288,185,10.25
9283056,185,10.25
9283824,185,10.28
9284584,185,10.55
9285352,185,10.25
9286120,185,10.25
9286880,185,10.25
9287648,185,10.25
9288408,185,10.25
9289176,185,10.6
9289984,185,10.28
9290704,185,10.25
9291472,185,10.25
9292232,185,10.25
9293000,185,10.25
9293768,185,10.25
9294528,185,10.77
9295296,185,10.25
9296064,185,10.25
9296824,185,10.25
9297592,185,10.25
9298352,185,10.25
9299120,185,10.28
9299888,185,10.47
9300648,185,10.25
9301416,185,10.25
9302184,185,10.25
9302944,185,10.28
9303712,185,10.25
9304472,175,10.72
9305240,175,10.25
9306008,175,10.25
9306768,175,10.25
9307536,175,10.25
9308304,175,10.25
9309064,175,10.25
9309832,175,10.77
9310592,175,10.25
9311368,175,10.25
9312168,175,10.25
