time,rpm,voltage
12706176,175,10.6
12707024,175,10.25
12707880,175,10.25
12708728,175,10.25
12709576,175,10.25
12710424,175,10.25
12711280,175,10.69
12712128,175,10.3
12712976,175,10.25
12713824,175,10.25
12714680,175,10.25
12715528,175,10.28
12716376,170,10.25
12717224,170,10.77
12718084,170,10.25
12718928,170,10.25
12719776,170,10.25
12720624,170,10.25
12721480,170,10.25
12722328,170,10.28
12723176,170,10.42
12724024,170,10.28
12724880,170,10.25
12725728,170,10.25
12726576,170,10.25
12727432,170,10.25
12728280,170,10.74
12729128,170,10.28
12730016,170,10.25
12730824,170,10.25
12731680,170,10.25
12732536,170,10.25
12733376,170,10.25
12734224,170,10.72
12735080,170,10.25
12735928,170,10.25
12736776,170,10.25
12737624,170,10.25
12738480,170,10.25
12739328,170,10.25
12740176,170,10.47
12741024,170,10.28
12741880,170,10.25
12742728,170,10.25
12743576,170,10.28
12744424,191,10.25
12745280,191,10.79
12746120,191,10.28
12746976,191,10.25
12747824,191,10.25
12748680,191,10.25
12749528,191,10.25
12750376,191,10.25
12751224,191,10.72
12752080,191,10.25
12752928,191,10.25
12753776,191,10.25
12754624,191,10.25
12755480,191,10.25
12756328,191,10.3
12757176,191,10.42
12758024,191,10.28
12758880,191,10.25
12759728,191,10.25
12760576,191,10.25
12761424,191,10.25
12762280,191,10.82
12763128,191,10.25
12763976,191,10.25
12764824,191,10.25
12765680,191,10.25
12766528,191,10.25
12767384,191,10.25
12768224,191,10.69
12769080,191,10.25
12769928,191,10.25
12770776,191,10.25
12771624,191,10.25
12772480,191,10.25
12773328,191,10.3
12774176,191,10.35
12775024,191,10.28
12775880,170,10.25
12776728,170,10.25
12777576,170,10.28
12778424,170,10.25
12779280,170,10.86
12780128,170,10.25
12780976,170,10.25
12781824,170,10.25
12782680,170,10.25
12783528,170,10.25
12784376,170,10.25
12785224,170,10.64
12786080,170,10.25
12786928,170,10.25
12787776,170,10.25
12788624,170,10.25
12789480,170,10.25
12790328,170,10.47
12791176,170,10.3
12792024,170,10.25
12792880,170,10.25
12793728,170,10.25
12794576,170,10.28
12795424,170,10.23
12796280,170,10.86
12797128,170,10.25
12797976,170,10.25
12798824,170,10.25
12799720,170,10.25
12800528,170,10.25
12801376,170,10.25
12802224,170,10.57
12803080,170,10.28
12803928,191,10.25
12804776,191,10.25
12805624,191,10.25
12806480,191,10.25
12807328,191,10.67
12808176,191,10.28
12809024,191,10.25
12809880,191,10.25
12810720,191,10.25
12811576,191,10.28
12812432,191,10.25
12813280,191,10.84
12814128,191,10.25
12814976,191,10.25
12815824,191,10.25
12816680,191,10.25
12817536,191,10.25
12818376,191,10.25
12819224,191,10.47
12820080,191,10.28
12820928,191,10.25
12821776,191,10.25
12822624,191,10.28
12823480,191,10.25
12824328,191,10.77
12825176,191,10.25
12826024,191,10.25
12826880,191,10.25
12827728,191,10.25
12828576,191,10.28
12829424,210,10.25
12830280,210,10.79
12831128,210,10.25
12831976,210,10.25
12832824,210,10.25
12833680,210,10.25
12834528,210,10.25
12835376,210,10.28
12836224,210,10.4
12837080,210,10.28
12837928,210,10.25
12838776,210,10.25
12839624,210,10.28
12840480,210,10.25
12841328,210,10.82
12842176,210,10.25
12843024,210,10.25
12843880,210,10.25
12844728,210,10.25
12845576,210,10.28
12846424,210,10.25
12847280,210,10.74
12848132,210,10.25
12848976,210,10.25
12849824,210,10.25
12850680,210,10.25
12851528,210,10.25
12852376,210,10.3
12853224,210,10.33
12854080,210,10.25
12854928,210,10.25
12855776,210,10.25
12856624,210,10.28
12857480,210,10.25
12858328,210,10.82
12859176,210,10.25
12860024,210,10.25
12860880,210,10.25
12861728,210,10.25
12862584,210,10.23
12863424,210,10.25
12864280,210,10.67
12865128,210,10.25
12865976,210,10.25
12866824,210,10.25
12867680,210,10.25
12868528,210,10.25
12869376,210,10.35
12870224,210,10.3
12871080,210,10.25
12871928,210,10.25
12872776,210,10.25
12873624,210,10.28
12874480,210,10.25
12875328,210,10.82
12876176,210,10.25
12877024,210,10.25
12877880,210,10.25
12878728,210,10.25
12879576,210,10.23
12880472,210,10.25
12881280,210,10.62
12882128,210,10.25
12882976,210,10.25
12883824,210,10.25
12884680,180,10.25
12885528,180,10.28
12886376,180,10.55
12887224,180,10.3
12888080,180,10.25
12888928,180,10.25
12889776,180,10.25
12890624,180,10.25
12891472,180,10.25
12892328,180,10.82
12893176,180,10.25
12894024,180,10.25
12894880,180,10.25
12895728,180,10.25
12896576,180,10.25
12897432,180,10.28
12898280,180,10.52
12899128,180,10.25
12899976,180,10.25
12900824,180,10.25
12901680,180,10.28
12902536,180,10.25
12903376,180,10.72
12904224,180,10.25
12905080,180,10.25
12905928,180,10.25
12906776,180,10.25
12907624,180,10.25
12908480,180,10.25
12909328,180,10.77
12910176,180,10.25
12911024,180,10.25
12911880,180,10.25
12912728,180,10.25
12913576,180,10.25
12914424,180,10.4
12915280,180,10.4
12916128,180,10.25
12916976,180,10.25
12917824,180,10.25
12918680,180,10.28
12919528,180,10.25
12920376,180,10.79
12921224,180,10.25
12922080,180,10.25
12922928,180,10.25
12923776,180,10.25
12924624,180,10.25
12925480,180,10.25
12926328,180,10.69
12927176,180,10.25
12928024,180,10.25
12928880,180,10.25
12929728,180,10.25
12930576,180,10.25
12931424,180,10.74
12932280,180,10.33
12933128,180,10.25
12933976,180,10.25
12934824,180,10.25
12935680,180,10.25
12936528,180,10.25
12937376,180,10.79
12938224,180,10.25
12939080,180,10.25
12939928,180,10.25
12940776,180,10.25
12941624,180,10.25
12942480,180,10.25
12943328,180,10.6
12944176,180,10.28
12945024,180,10.25
12945880,180,10.25
12946728,180,10.25
12947584,180,10.25
12948424,180,10.77
12949280,180,10.3
12950128,180,10.25
12950976,180,10.25
12951824,180,10.25
12952680,180,10.25
12953528,180,10.25
12954376,180,10.77
12955224,180,10.25
12956080,180,10.25
12956928,180,10.25
12957776,180,10.25
12958624,180,10.25
12959480,180,10.28
12960328,180,10.5
12961176,180,10.28
12962024,180,10.25
12962880,180,10.25
12963728,180,10.25
12964576,180,10.28
12965424,180,10.82
12966280,180,10.28
12967128,180,10.28
12967976,180,10.25
12968824,180,10.25
12969680,180,10.25
12970528,180,10.25
12971376,180,10.74
12972224,180,10.25
12973080,180,10.25
12973928,180,10.25
12974776,175,10.25
12975624,175,10.25
12976480,175,10.28
12977328,175,10.42
12978180,175,10.28
12979024,175,10.25
12979880,175,10.25
12980728,175,10.28
12981576,175,10.25
12982424,175,10.86
12983280,175,10.28
12984128,175,10.25
12984976,175,10.23
12985824,175,10.25
12986680,175,10.25
12987536,175,10.25
12988376,175,10.69
12989224,175,10.25
12990080,175,10.25
12990928,175,10.25
12991776,175,10.25
12992632,175,10.25
12993480,175,10.3
12994328,175,10.33
12995176,175,10.25
12996024,175,10.25
12996880,175,10.25
12997728,175,10.28
12998576,175,10.25
12999424,175,10.86
13000280,175,10.25
13001128,175,10.25
13001976,175,10.25
13002824,175,10.25
13003680,185,10.25
13004528,185,10.25
13005376,185,10.62
13006224,185,10.25
13007080,185,10.25
13007928,185,10.25
13008776,185,10.25
13009624,185,10.25
13010480,185,10.47
13011328,185,10.33
13012176,185,10.25
13013024,185,10.25
13013880,185,10.25
13014768,185,10.28
13015576,185,10.25
13016424,185,10.84
13017280,185,10.25
13018128,185,10.25
13018976,185,10.25
13019824,185,10.25
13020680,185,10.25
13021528,185,10.25
13022376,185,10.57
13023224,185,10.28
13024080,185,10.25
13024928,185,10.25
13025776,185,10.28
13026624,185,10.25
13027480,185,10.67
13028328,185,10.28
13029176,185,10.28
13030024,185,10.25
13030880,185,10.25
13031728,185,10.28
13032584,185,10.25
13033424,185,10.84
13034280,185,10.25
13035128,170,10.25
13035976,170,10.25
13036824,170,10.25
13037680,170,10.25
13038528,170,10.28
13039376,170,10.47
13040224,170,10.25
13041080,170,10.25
13041928,170,10.25
13042776,170,10.28
13043624,170,10.25
13044480,170,10.77
13045328,170,10.28
13046176,170,10.25
13047024,170,10.25
13047880,170,10.25
13048728,170,10.28
13049576,170,10.25
13050424,170,10.79
13051280,170,10.25
13052128,170,10.25
13052976,170,10.25
13053824,170,10.25
13054680,170,10.25
13055528,170,10.28
13056376,170,10.4
13057224,170,10.28
13058080,170,10.25
13058928,170,10.25
13059776,170,10.28
13060624,170,10.23
13061480,170,10.82
13062328,170,10.25
13063176,170,10.25
13064024,170,10.25
13064880,170,10.25
13065728,175,10.25
13066576,175,10.25
13067424,175,10.74
13068280,175,10.25
13069128,175,10.25
13069976,175,10.25
13070824,175,10.25
13071680,175,10.25
13072536,175,10.28
13073376,175,10.33
13074224,175,10.25
13075080,175,10.25
13075928,175,10.25
13076776,175,10.28
13077632,175,10.25
13078480,175,10.79
13079328,175,10.25
13080176,175,10.25
13081024,175,10.25
13081880,175,10.25
13082728,175,10.25
13083576,175,10.25
13084424,175,10.67
13085280,175,10.25
13086128,175,10.25
13086976,175,10.25
13087824,175,10.25
13088680,175,10.25
13089528,175,10.33
13090376,175,10.3
13091224,175,10.25
13092080,175,10.25
13092928,175,10.25
13093776,175,10.25
13094624,175,10.25
13095480,175,10.82
13096328,175,10.25
13097176,170,10.25
13098024,170,10.25
13098880,170,10.25
13099728,170,10.23
13100576,170,10.25
13101424,170,10.64
13102280,170,10.25
13103128,170,10.25
13103976,170,10.25
13104824,170,10.28
13105680,170,10.25
13106528,170,10.45
13107376,170,10.28
13108228,170,10.25
13109080,170,10.57
13109928,170,10.25
13110776,170,10.25
13111624,170,10.25
13112480,170,10.25
13113328,170,10.25
13114176,170,10.74
13115024,170,10.28
13115880,170,10.25
13116728,170,10.25
13117584,170,10.25
13118424,170,10.25
13119280,170,10.23
13120128,170,10.74
13120976,170,10.25
13121824,170,10.25
13122680,170,10.25
13123528,170,10.25
13124376,170,10.25
13125224,170,10.28
13126080,170,10.42
13126928,170,10.28
13127776,170,10.25
13128624,170,10.25
13129480,170,10.25
13130328,170,10.25
13131176,170,10.79
13132024,170,10.28
13132880,170,10.25
13133728,170,10.25
13134576,170,10.25
13135424,170,10.25
13136280,170,10.25
13137128,170,10.74
13137976,170,10.25
13138824,170,10.25
13139680,170,10.25
13140528,170,10.25
13141376,170,10.25
13142224,170,10.28
13143080,170,10.42
13143928,170,10.28
13144776,170,10.25
13145624,170,10.25
13146480,170,10.25
13147328,170,10.23
13148176,170,10.86
13149024,170,10.25
13149880,170,10.28
13150728,170,10.25
13151576,170,10.25
13152424,170,10.25
13153284,170,10.25
13154128,170,10.69
13154976,170,10.25
13155824,170,10.25
13156680,170,10.25
13157528,170,10.25
13158376,170,10.25
13159224,170,10.33
13160080,170,10.33
13160928,170,10.25
13161776,170,10.25
13162632,170,10.25
13163480,170,10.25
13164328,170,10.28
13165176,170,10.84
13166024,170,10.25
13166880,170,10.25
13167736,170,10.25
13168576,170,10.25
13169424,170,10.25
13170280,170,10.25
13171128,170,10.64
13171976,170,10.25
13172824,170,10.25
13173680,170,10.25
13174528,170,10.25
13175376,170,10.25
13176224,170,10.4
13177080,170,10.3
13177928,170,10.25
13178776,170,10.25
13179624,170,10.25
13180480,170,10.28
13181328,170,10.23
13182176,170,10.84
13183024,170,10.25
13183880,170,10.25
13184728,170,10.25
13185576,170,10.25
13186424,170,10.25
13187280,170,10.25
13188128,191,10.6
13188976,191,10.28
13189824,191,10.25
13190680,191,10.25
13191528,191,10.28
13192376,191,10.25
13193224,191,10.57
13194080,191,10.3
13194928,191,10.25
13195776,191,10.25
13196624,191,10.25
13197480,191,10.28
13198328,191,10.25
13199176,191,10.84
13200024,191,10.25
13200880,191,10.25
13201728,191,10.25
13202584,191,10.25
13203424,191,10.25
13204280,191,10.25
13205128,191,10.55
13205976,191,10.28
13206824,191,10.25
13207680,191,10.25
13208528,191,10.28
13209376,191,10.28
13210224,191,10.67
13211080,191,10.28
13211928,191,10.25
13212776,191,10.25
13213624,191,10.25
13214480,191,10.25
13215328,191,10.23
13216176,191,10.82
13217024,191,10.25
13217880,191,10.25
13218728,191,10.25
13219576,170,10.25
13220424,170,10.25
13221280,170,10.28
13222128,170,10.47
13222976,170,10.25
13223824,170,10.25
13224680,170,10.25
13225528,170,10.28
13226376,170,10.25
13227224,170,10.77
13228080,170,10.28
13228928,170,10.25
13229776,170,10.25
13230624,170,10.25
13231480,170,10.25
13232328,170,10.25
13233176,170,10.79
13234024,170,10.25
13234880,170,10.25
13235728,170,10.25
13236576,170,10.25
13237424,170,10.25
13238280,170,10.28
13239128,170,10.4
13239976,170,10.28
13240824,170,10.25
13241680,170,10.25
13242528,170,10.28
13243376,170,10.25
13244224,170,10.82
13245080,170,10.25
13245928,170,10.25
13246776,170,10.25
13247632,191,10.25
13248480,191,10.28
13249328,191,10.25
13250176,191,10.74
13251024,191,10.25
13251880,191,10.25
13252736,191,10.25
13253576,191,10.28
13254424,191,10.25
13255280,191,10.3
13256128,191,10.35
13256976,191,10.28
13257824,191,10.25
13258680,191,10.25
13259528,191,10.28
13260376,191,10.25
13261224,191,10.84
13262080,191,10.25
13262928,191,10.25
13263776,191,10.25
13264624,191,10.25
13265480,191,10.23
13266328,191,10.25
13267176,191,10.67
13268024,191,10.25
13268880,191,10.25
13269728,191,10.25
13270576,191,10.25
13271424,191,10.25
13272280,191,10.38
13273128,210,10.3
13273976,210,10.25
13274824,210,10.25
13275680,210,8.72
13276528,210,8.37
13277376,210,10.55
13278224,210,11.01
13279080,210,9.64
13279928,210,8.86
13280776,210,10.03
13281624,210,9.91
13282480,210,8.33
13283332,210,10.06
13284176,210,11.01
13285024,210,10.13
13285880,210,8.06
13286728,210,9.96
13287576,210,10.13
13288424,210,8.28
13289280,210,9.72
13290128,210,10.89
13290976,210,10.45
13291824,210,8.33
13292680,210,9.64
13293528,210,10.13
13294376,210,9.28
13295224,210,8.91
13296080,210,10.62
13296928,210,10.77
13297784,210,8.35
13298624,210,9.13
13299480,203,10.01
13300328,203,9.64
13301176,203,8.23
13302024,203,10.13
13302880,203,10.86
13303728,203,9.81
13304576,203,7.86
13305424,203,9.84
13306280,203,10.03
13307128,203,8.15
13307976,203,9.35
13308824,203,10.69
13309680,203,10.47
13310528,203,8.23
13311376,203,9.3
13312224,203,9.96
13313080,203,9.57
13313928,203,8.15
13314776,203,10.01
13315624,203,10.79
13316480,203,9.77
13317328,203,8.08
13318176,203,9.64
13319024,203,9.94
13319880,203,9.11
13320728,203,8.18
13321576,203,10.38
13322424,203,10.62
13323280,203,8.25
13324128,203,8.89
13324976,203,9.84
13325824,203,9.77
13326680,203,8.08
13327528,203,9.42
13328376,203,10.6
13329224,203,10.28
13330080,203,8.13
13330928,170,9.25
13331776,170,9.86
13332632,170,9.45
13333480,170,8.08
13334328,170,9.86
13335176,170,10.67
13336024,170,9.96
13336880,170,8.03
13337736,170,9.33
13338576,170,9.84
13339424,170,9.28
13340280,170,8.03
13341128,170,9.96
13341976,170,10.6
13342824,170,9.81
13343680,170,8.03
13344528,170,9.4
13345376,170,9.81
13346224,170,9.16
13347080,170,7.96
13347928,170,9.96
13348776,170,10.55
13349624,170,9.67
13350480,170,7.96
13351328,170,9.35
13352176,170,9.77
13353024,170,9.13
13353880,170,7.98
13354728,170,9.99
13355576,170,10.52
13356424,170,9.62
13357280,170,7.93
13358128,170,9.33
13358976,170,9.72
13359824,170,9.06
13360680,170,7.93
13361528,170,9.91
13362376,170,10.47
13363224,170,9.62
13364080,161,7.91
13364928,161,9.28
13365776,161,9.69
13366624,161,9.08
13367480,161,7.81
13368328,161,9.81
13369176,161,10.42
13370024,161,9.64
13370880,161,7.86
13371728,161,9.16
13372576,161,9.64
13373424,161,9.11
13374280,161,7.84
13375128,161,9.67
13375976,161,10.38
13376824,161,9.69
13377680,161,7.84
13378528,161,9.03
13379376,161,9.57
13380224,161,9.13
13381080,161,7.81
13381928,161,9.5
13382784,161,10.28
13383624,161,9.81
13384480,161,7.86
13385328,161,8.86
13386176,161,9.55
13387024,161,9.23
13387880,161,7.76
13388728,161,9.18
13389576,161,10.21
13390424,161,9.91
13391280,161,7.86
13392128,161,8.59
13392976,161,9.38
13393824,161,9.35
13394680,161,7.74
13395528,161,8.84
13396376,161,10.06
13397224,161,10.03
13398080,157,7.84
13398928,157,8.47
13399776,157,9.33
13400624,157,9.33
13401480,157,8.08
13402328,157,7.86
13403176,157,9.94
13404024,157,10.13
13404880,157,8.94
13405728,157,7.71
13406576,157,9.18
13407424,157,9.42
13408280,157,8.64
13409128,157,7.67
13409976,157,9.67
13410824,157,10.13
13411680,157,9.28
13412528,157,7.67
13413380,157,8.94
13414224,157,9.38
13415080,157,8.91
13415928,157,7.64
13416776,157,9.3
13417624,157,10.11
13418480,157,9.59
13419328,157,7.69
13420176,157,8.57
13421024,157,9.25
13421880,157,9.11
13422736,157,7.59
13423576,157,11.3
13424424,157,9.94
13425280,157,9.89
13426128,157,8.74
13426976,157,7.91
13427832,157,9.08
13428680,157,9.25
13429528,157,8.4
13430376,157,7.57
13431224,157,9.52
13432080,157,9.99
13432928,157,9.42
13433776,157,7.62
13434624,146,8.59
13435480,146,9.18
13436328,146,9.03
13437176,146,7.54
13438024,146,8.72
13438880,146,9.84
13439728,146,9.86
13440576,146,8.86
13441424,146,7.47
13442280,146,8.89
13443128,146,9.2
13443976,146,8.62
13444824,146,7.52
13445680,146,9.25
13446528,146,9.89
13447376,146,9.57
13448224,146,7.59
13449080,146,8.23
13449928,146,9.06
13450776,146,9.11
13451624,146,7.47
13452480,146,8.06
13453328,146,9.52
13454176,146,9.84
13455024,146,9.18
13455880,146,7.5
13456728,146,8.54
13457576,146,9.11
13458424,146,8.86
13459280,146,7.42
13460128,146,8.64
13460976,146,9.72
13461824,146,9.74
13462680,146,8.76
13463528,146,7.35
13464376,146,8.74
13465224,146,9.11
13466080,146,8.57
13466928,146,7.42
13467784,146,9.03
13468624,157,9.74
13469480,157,9.55
13470328,157,7.5
13471176,157,7.91
13472024,157,8.84
13472880,157,9.03
13473728,157,8.35
13474576,157,7.37
13475424,157,9.18
13476280,157,9.74
13477128,157,9.3
13477976,157,7.45
13478824,157,8.11
13479680,157,8.86
13480528,157,8.94
13481376,157,7.32
13482224,157,7.89
13483080,157,9.33
13483928,157,9.69
13484776,157,9.13
13485624,157,7.37
13486480,157,8.25
13487328,157,8.89
13488176,157,8.79
13489024,157,7.45
13489880,157,7.4
13490728,157,9.33
13491576,157,9.62
13492424,157,8.96
13493280,157,7.32
13494128,157,8.35
13494976,157,8.91
13495824,157,8.69
13496680,157,7.23
13497528,157,8.25
13498376,157,9.38
13499224,157,9.52
13500080,157,8.81
13500928,157,7.28
13501776,157,8.35
13502624,157,8.84
13503480,157,8.62
13504328,157,7.23
13505176,157,8.28
13506024,157,9.38
13506880,157,9.5
13507736,137,8.74
13508576,137,7.23
13509424,137,8.33
13510280,137,8.79
13511128,137,8.54
13511976,137,7.18
13512832,137,6.71
13513680,137,9.3
13514528,137,9.45
13515376,137,8.74
13516224,137,7.18
13517080,137,8.28
13517928,137,8.76
13518776,137,8.57
13519624,137,7.15
13520480,137,8.13
13521328,137,9.23
13522176,137,9.4
13523024,137,8.72
13523880,137,7.18
13524728,137,8.15
13525576,137,8.69
13526424,137,8.57
13527280,137,7.1
13528128,137,7.93
13528976,137,9.13
13529824,137,9.4
13530680,137,8.79
13531528,137,7.15
13532376,137,7.98
13533224,137,8.59
13534080,137,8.57
13534928,137,7.76
13535776,137,7.13
13536624,137,8.96
13537480,137,9.35
13538328,137,8.91
13539176,137,7.13
13540024,137,7.79
13540880,137,8.52
13541728,137,8.62
13542576,137,7.91
13543428,137,7.03
13544280,137,8.74
13545128,137,9.3
13545976,137,8.98
13546824,137,7.2
13547680,134,6.96
13548528,134,8.35
13549376,134,8.59
13550224,134,8.03
13551080,134,7.01
13551928,134,8.42
13552784,134,9.2
13553624,134,9.11
13554480,134,8.2
13555328,134,6.93
13556176,134,8.18
13557024,134,8.54
13557880,134,8.2
13558728,134,6.98
13559576,134,7.5
13560424,134,8.98
13561280,134,9.16
13562128,134,8.54
13562976,134,6.98
13563824,134,7.91
13564680,134,8.45
13565528,134,8.4
13566376,134,6.91
13567224,134,6.88
13568080,134,8.74
13568928,134,9.16
13569776,134,8.76
13570624,134,7.03
13571480,134,7.08
13572328,134,8.25
13573176,134,8.47
13574024,134,7.93
13574880,134,6.88
13575728,134,8.3
13576576,134,9.06
13577424,134,8.98
13578280,134,8.13
13579128,134,6.84
13579976,134,7.98
13580824,134,8.4
13581680,134,8.18
13582528,134,6.84
13583376,134,6.98
13584224,134,8.76
13585080,134,9.06
13585928,134,8.57
13586776,134,6.91
13587624,134,7.54
13588484,134,8.25
13589328,134,8.37
13590176,134,7.74
13591024,123,6.81
13591880,123,8.3
13592728,123,8.96
13593576,123,8.84
13594424,123,8.01
13595280,123,6.79
13596128,123,7.91
13596976,123,8.3
13597832,123,8.11
13598680,123,6.79
13599528,123,7.57
13600376,123,8.72
13601224,123,8.96
13602080,123,8.5
13602936,123,6.84
13603776,123,7.35
13604624,123,8.08
13605480,123,8.25
13606328,123,7.74
13607176,123,6.76
13608024,123,8.11
13608880,123,8.79
13609728,123,8.81
13610576,123,8.13
13611424,123,6.71
13612280,123,7.71
13613128,123,8.2
13613976,123,8.13
13614824,123,6.71
13615680,123,6.69
13616528,123,8.35
13617376,123,8.84
13618224,123,8.57
13619080,123,7.64
13619928,123,6.67
13620776,123,7.86
13621624,123,8.18
13622480,123,7.89
13623328,123,6.67
13624176,123,7.52
13625024,123,8.52
13625880,123,8.79
13626728,123,8.35
13627576,123,6.71
13628424,123,7.15
13629280,123,7.91
13630128,123,8.11
13630976,123,7.67
13631824,123,6.62
13632680,123,7.71
13633528,123,8.54
13634376,123,8.72
13635224,121,8.13
13636080,121,6.64
13636928,121,7.35
13637784,121,7.98
13638624,121,8.06
13639480,121,7.5
13640328,121,6.57
13641176,121,7.89
13642024,121,8.62
13642880,121,8.59
13643728,121,7.93
13644576,121,6.62
13645424,121,7.42
13646280,121,7.91
13647128,121,7.96
13647976,121,7.37
13648824,121,6.57
13649680,121,7.96
13650528,121,8.62
13651376,121,8.5
13652224,121,7.79
13653080,121,6.52
13653928,121,7.42
13654776,121,7.91
13655624,121,7.89
13656480,121,7.23
13657328,121,6.52
13658176,121,7.96
13659024,121,8.52
13659880,121,8.47
13660728,121,7.74
13661576,121,6.49
13662424,121,7.42
13663280,121,7.89
13664128,121,7.84
13664976,121,7.06
13665824,121,6.45
13666680,121,7.89
13667528,121,8.47
13668376,121,8.4
13669224,121,7.69
13670080,121,6.47
13670928,121,7.32
13671776,121,7.79
13672624,121,7.81
13673480,121,7.23
13674328,121,6.45
13675176,121,7.76
13676024,121,8.42
13676880,121,8.4
13677728,121,7.76
13678576,121,6.42
13679424,121,7.18
13680280,121,7.71
13681128,116,7.79
13681976,116,7.28
13682832,116,6.4
13683680,116,7.62
13684528,116,8.28
13685376,116,8.37
13686224,116,7.86
13687080,116,6.4
13687936,116,7.01
13688776,116,7.67
13689624,116,7.79
13690480,116,7.35
13691328,116,6.32
13692176,116,7.32
13693024,116,8.18
13693880,116,8.35
13694728,116,7.93
13695576,116,6.52
13696424,116,6.27
13697280,116,7.5
13698128,116,7.74
13698976,116,7.5
13699824,116,6.32
13700680,116,6.98
13701528,116,8.01
13702376,116,8.33
13703224,116,8.08
13704080,116,7.28
13704928,116,6.23
13705776,116,7.28
13706624,116,7.64
13707480,116,7.54
13708328,116,6.93
13709176,116,6.3
13710024,116,7.67
13710880,116,8.2
13711728,116,8.18
13712576,116,7.57
13713424,116,6.27
13714280,116,7.01
13715128,116,7.52
13715976,116,7.64
13716824,116,7.2
13717680,116,6.2
13718532,116,7.2
13719376,116,8.01
13720224,116,8.18
13721080,116,7.81
13721928,116,6.35
13722776,116,6.2
13723624,116,7.3
13724480,116,7.59
13725328,121,7.4
13726176,121,6.18
13727024,121,5.79
13727880,121,7.69
13728728,121,8.15
13729576,121,8.03
13730424,121,7.35
13731280,121,6.18
13732128,121,6.93
13732984,121,7.45
13733824,121,7.52
13734680,121,7.03
13735528,121,6.15
13736376,121,7.25
13737224,121,7.89
13738080,121,8.11
13738928,121,7.76
13739776,121,6.23
13740624,121,4.05
13741480,121,7.2
13742328,121,7.5
13743176,121,7.35
13744024,121,6.08
13744880,121,6.1
13745728,121,7.47
13746576,121,8.01
13747424,121,7.96
13748280,121,7.4
13749128,121,6.13
13749976,121,6.71
13750824,121,7.28
13751680,121,7.45
13752528,121,7.13
13753376,121,6.08
13754224,121,6.76
13755080,121,7.67
13755928,121,8.01
13756776,121,7.79
13757624,121,7.08
13758480,121,6.01
13759328,121,6.86
13760176,121,7.32
13761024,121,7.35
13761880,121,6.86
13762728,121,6.03
13763576,121,7.3
13764424,121,7.74
13765280,121,7.93
13766128,121,7.64
13766976,121,6.74
13767832,121,5.66
13768680,121,6.98
13769528,121,7.32
13770376,121,7.28
13771224,121,6.71
13772080,121,5.96
13772936,121,7.13
13773776,121,7.79
13774624,108,7.86
13775480,108,7.47
13776328,108,6.1
13777176,108,5.93
13778024,108,7.01
13778880,108,7.28
13779728,108,7.15
13780576,108,6.08
13781424,108,5.96
13782280,108,7.2
13783128,108,7.76
13783976,108,7.81
13784824,108,7.37
13785680,108,5.98
13786528,108,6.18
13787376,108,6.98
13788224,108,7.23
13789080,108,7.06
13789928,108,6.49
13790776,108,5.93
13791624,108,7.18
13792480,108,7.69
13793328,108,7.74
13794176,108,7.32
13795024,108,5.96
13795880,108,6.27
13796728,108,6.96
13797576,108,7.2
13798424,108,7.06
13799280,108,5.86
13800128,108,5.86
13800976,108,7.08
13801824,108,7.64
13802680,108,7.69
13803528,108,7.25
13804376,108,5.93
13805224,108,5.81
13806080,108,6.86
13806928,108,7.13
13807776,108,7.03
13808624,108,6.49
13809480,108,5.83
13810328,108,6.93
13811176,108,7.57
13812024,108,7.64
13812880,108,7.3
13813728,108,5.96
13814576,108,5.74
13815424,108,6.71
13816280,108,7.03
13817128,108,7.03
13817984,108,6.57
13818824,108,5.79
13819680,108,6.81
13820528,108,7.4
13821376,108,7.62
13822224,108,7.4
13823080,110,6.71
13823928,110,5.74
13824776,110,6.57
13825624,110,6.96
13826480,110,7.06
13827328,110,6.69
13828176,110,5.71
13829024,110,6.42
13829880,110,7.23
13830728,110,7.54
13831576,110,7.42
13832424,110,6.88
13833280,110,5.76
13834128,110,6.3
13834976,110,6.81
13835824,110,7.01
13836680,110,6.79
13837528,110,5.66
13838376,110,5.71
13839224,110,6.93
13840080,110,7.45
13840928,110,7.47
13841776,110,7.1
13842624,110,5.76
13843480,110,5.59
13844328,110,6.62
13845176,110,6.91
13846024,110,6.86
13846880,110,6.42
13847728,110,5.66
13848580,110,6.52
13849424,110,7.23
13850280,110,7.45
13851128,110,7.28
13851976,110,6.69
13852824,110,5.64
13853680,110,6.32
13854528,110,6.76
13855376,110,6.91
13856224,110,6.67
13857080,110,5.62
13857936,110,5.59
13858776,110,6.88
13859624,110,7.35
13860480,110,7.35
13861328,110,6.98
13862176,110,5.76
13863032,110,5.59
13863880,110,6.52
13864728,110,6.79
13865576,110,6.81
13866424,110,6.37
13867280,110,5.57
13868128,110,6.35
13868976,116,7.08
13869824,116,7.35
13870680,116,7.2
13871528,116,6.67
13872376,116,5.59
13873224,116,6.05
13874080,116,6.59
13874928,116,6.79
13875776,116,6.62
13876624,116,6.13
13877480,116,5.54
13878328,116,6.59
13879176,116,7.13
13880024,116,7.28
13880880,116,7.06
13881728,116,6.45
13882576,116,5.44
13883424,116,6.23
13884280,116,6.64
13885128,116,6.76
13885976,116,6.49
13886824,116,5.49
13887680,116,5.49
13888528,116,6.69
13889376,116,7.15
13890224,116,7.2
13891080,116,6.88
13891928,116,6.08
13892776,116,5.47
13893624,116,6.27
13894480,116,6.59
